IdVenta,IdProducto,IdCliente,IdTiempo,IdGeografia,IdSucursal,IdPromocion,IdMetodoPago,Cantidad,Monto_Bruto,Monto_Descuento,Monto_Neto
9424,11,3,20251025,2,1,3,5,8,7600.00,1520.0,6080.0
9552,3,5,20250706,10,1,3,5,1,5100.00,1020.0,4080.0
9634,1,6,20230127,13,1,3,5,5,21000.00,4200.0,16800.0
9751,6,10,20240907,10,1,3,5,9,1890.00,378.0,1512.0
9891,2,3,20251027,10,1,3,5,9,22500.00,4500.0,18000.0
9902,5,10,20250429,15,1,3,5,8,5440.00,1088.0,4352.0
10006,7,8,20251011,5,1,3,5,7,12950.00,2590.0,10360.0
10032,9,1,20231116,13,1,3,5,6,1680.00,336.0,1344.0
10376,3,3,20241021,13,1,3,5,4,20400.00,4080.0,16320.0
10485,7,5,20250812,8,1,3,5,5,9250.00,1850.0,7400.0
10501,7,2,20231226,3,1,3,5,2,3700.00,740.0,2960.0
10653,1,8,20250322,8,1,3,5,8,33600.00,6720.0,26880.0
10693,3,8,20241011,12,1,3,5,3,15300.00,3060.0,12240.0
10919,9,10,20230524,2,1,3,5,3,840.00,168.0,672.0
11096,4,5,20231213,6,1,3,5,9,2880.00,576.0,2304.0
11106,5,7,20240216,10,1,3,5,9,6120.00,1224.0,4896.0
11214,10,4,20240523,5,1,3,5,7,2730.00,546.0,2184.0
11334,3,11,20241018,6,1,3,5,7,35700.00,7140.0,28560.0
11357,8,11,20250414,1,1,3,5,10,9500.00,1900.0,7600.0
11453,6,3,20231128,6,1,3,5,7,1470.00,294.0,1176.0
11489,11,9,20240316,7,1,3,5,1,950.00,190.0,760.0
11510,2,4,20251011,7,1,3,5,5,12500.00,2500.0,10000.0
11531,2,2,20250308,8,1,3,5,5,12500.00,2500.0,10000.0
12160,11,11,20231019,14,1,3,5,1,950.00,190.0,760.0
12260,7,11,20230917,14,1,3,5,1,1850.00,370.0,1480.0
12415,10,6,20250430,9,1,3,5,6,2340.00,468.0,1872.0
12435,6,2,20240529,1,1,3,5,9,1890.00,378.0,1512.0
12450,10,11,20251024,2,1,3,5,1,390.00,78.0,312.0
12494,3,4,20230129,9,1,3,5,1,5100.00,1020.0,4080.0
12579,1,5,20240420,9,1,3,5,6,25200.00,5040.0,20160.0
12627,4,5,20230713,7,1,3,5,2,640.00,128.0,512.0
12758,2,1,20231018,14,1,3,5,5,12500.00,2500.0,10000.0
12764,9,7,20240608,1,1,3,5,1,280.00,56.0,224.0
12778,9,8,20240330,10,1,3,5,8,2240.00,448.0,1792.0
12907,1,1,20240229,1,1,3,5,7,29400.00,5880.0,23520.0
13192,8,7,20250818,3,1,3,5,9,8550.00,1710.0,6840.0
13201,10,7,20230518,10,1,3,5,2,780.00,156.0,624.0
13266,8,7,20240929,6,1,3,5,3,2850.00,570.0,2280.0
13383,8,6,20251212,4,1,3,5,1,950.00,190.0,760.0
13461,11,5,20241018,7,1,3,5,7,6650.00,1330.0,5320.0
13496,10,11,20230721,10,1,3,5,6,2340.00,468.0,1872.0
13528,5,9,20240801,12,1,3,5,5,3400.00,680.0,2720.0
13534,5,3,20251013,10,1,3,5,10,6800.00,1360.0,5440.0
13573,6,7,20231209,11,1,3,5,5,1050.00,210.0,840.0
13698,2,11,20240513,15,1,3,5,6,15000.00,3000.0,12000.0
13798,4,10,20240120,1,1,3,5,8,2560.00,512.0,2048.0
13911,2,10,20251026,8,1,3,5,2,5000.00,1000.0,4000.0
13983,9,10,20230504,4,1,3,5,10,2800.00,560.0,2240.0
14140,1,3,20250221,8,1,3,5,4,16800.00,3360.0,13440.0
14199,4,11,20230329,2,1,3,5,8,2560.00,512.0,2048.0
14202,5,5,20251216,11,1,3,5,4,2720.00,544.0,2176.0
14461,5,1,20230612,8,1,3,5,10,6800.00,1360.0,5440.0
14505,6,9,20250313,10,1,3,5,8,1680.00,336.0,1344.0
14582,5,8,20250615,12,1,3,5,5,3400.00,680.0,2720.0
14585,8,9,20230104,15,1,3,5,10,9500.00,1900.0,7600.0
14621,8,5,20250609,3,1,3,5,9,8550.00,1710.0,6840.0
14647,11,6,20230624,7,1,3,5,10,9500.00,1900.0,7600.0
14672,6,1,20251225,15,1,3,5,7,1470.00,294.0,1176.0
14819,5,1,20230723,2,1,3,5,10,6800.00,1360.0,5440.0
14860,9,11,20251029,11,1,3,5,2,560.00,112.0,448.0
15188,4,10,20250416,8,1,3,5,9,2880.00,576.0,2304.0
15253,11,4,20230312,11,1,3,5,2,1900.00,380.0,1520.0
15330,8,9,20250328,11,1,3,5,10,9500.00,1900.0,7600.0
15475,11,11,20240920,8,1,3,5,9,8550.00,1710.0,6840.0
15525,3,9,20231229,10,1,3,5,6,30600.00,6120.0,24480.0
15604,11,7,20251025,14,1,3,5,10,9500.00,1900.0,7600.0
15628,1,11,20250822,13,1,3,5,4,16800.00,3360.0,13440.0
15755,1,10,20250410,15,1,3,5,2,8400.00,1680.0,6720.0
15964,5,9,20240715,9,1,3,5,5,3400.00,680.0,2720.0
15979,10,1,20250724,2,1,3,5,7,2730.00,546.0,2184.0
16091,10,8,20250818,5,1,3,5,1,390.00,78.0,312.0
16131,11,7,20250122,13,1,3,5,1,950.00,190.0,760.0
16262,3,2,20240107,10,1,3,5,8,40800.00,8160.0,32640.0
16314,4,3,20230409,14,1,3,5,10,3200.00,640.0,2560.0
16479,3,8,20250926,11,1,3,5,6,30600.00,6120.0,24480.0
16777,6,10,20250724,15,1,3,5,9,1890.00,378.0,1512.0
16779,3,1,20250721,1,1,3,5,1,5100.00,1020.0,4080.0
16848,6,10,20251001,11,1,3,5,9,1890.00,378.0,1512.0
16903,11,11,20230319,13,1,3,5,7,6650.00,1330.0,5320.0
17024,11,8,20230602,11,1,3,5,2,1900.00,380.0,1520.0
17145,1,8,20251203,7,1,3,5,8,33600.00,6720.0,26880.0
17218,3,10,20230517,4,1,3,5,9,45900.00,9180.0,36720.0
17219,3,2,20240109,11,1,3,5,3,15300.00,3060.0,12240.0
17384,2,4,20250402,11,1,3,5,9,22500.00,4500.0,18000.0
17392,9,2,20251226,6,1,3,5,8,2240.00,448.0,1792.0
17416,7,10,20230916,7,1,3,5,6,11100.00,2220.0,8880.0
17567,8,1,20230107,13,1,3,5,9,8550.00,1710.0,6840.0
17671,6,4,20230706,3,1,3,5,1,210.00,42.0,168.0
17698,9,6,20240419,12,1,3,5,1,280.00,56.0,224.0
17826,10,4,20230315,15,1,3,5,5,1950.00,390.0,1560.0
17955,1,9,20251214,9,1,3,5,6,25200.00,5040.0,20160.0
18430,6,8,20230921,3,1,3,5,3,630.00,126.0,504.0
18552,10,10,20250221,1,1,3,5,8,3120.00,624.0,2496.0
18616,6,4,20240806,8,1,3,5,8,1680.00,336.0,1344.0
18767,10,6,20240404,13,1,3,5,10,3900.00,780.0,3120.0
19080,7,10,20251227,2,1,3,5,6,11100.00,2220.0,8880.0
19216,3,1,20250801,5,1,3,5,2,10200.00,2040.0,8160.0
19233,2,9,20240910,4,1,3,5,6,15000.00,3000.0,12000.0
19454,3,10,20231109,1,1,3,5,9,45900.00,9180.0,36720.0
19459,6,6,20231209,14,1,3,5,3,630.00,126.0,504.0
19475,10,9,20230704,7,1,3,5,6,2340.00,468.0,1872.0
19616,9,6,20241231,7,1,3,5,6,1680.00,336.0,1344.0
19730,2,2,20250618,4,1,3,5,9,22500.00,4500.0,18000.0
19826,1,7,20230526,1,1,3,5,1,4200.00,840.0,3360.0
19880,8,4,20241010,3,1,3,5,2,1900.00,380.0,1520.0
19999,4,3,20240829,4,1,3,5,10,3200.00,640.0,2560.0
20099,5,9,20240911,4,1,3,5,2,1360.00,272.0,1088.0
20228,2,9,20230512,1,1,3,5,3,7500.00,1500.0,6000.0
20411,4,10,20230327,12,1,3,5,10,3200.00,640.0,2560.0
20447,1,1,20250415,14,1,3,5,4,16800.00,3360.0,13440.0
20576,1,3,20240818,9,1,3,5,3,12600.00,2520.0,10080.0
20782,10,6,20250629,8,1,3,5,4,1560.00,312.0,1248.0
20869,4,1,20250725,6,1,3,5,5,1600.00,320.0,1280.0
20907,11,1,20230207,11,1,3,5,8,7600.00,1520.0,6080.0
20975,2,11,20231108,1,1,3,5,5,12500.00,2500.0,10000.0
21009,5,3,20241203,11,1,3,5,6,4080.00,816.0,3264.0
21053,4,6,20230228,5,1,3,5,8,2560.00,512.0,2048.0
21212,8,10,20240510,7,1,3,5,9,8550.00,1710.0,6840.0
21334,1,7,20240202,6,1,3,5,5,21000.00,4200.0,16800.0
21365,3,4,20240415,10,1,3,5,8,40800.00,8160.0,32640.0
21397,7,5,20250928,15,1,3,5,8,14800.00,2960.0,11840.0
21510,9,10,20250106,3,1,3,5,1,280.00,56.0,224.0
21574,7,7,20240620,4,1,3,5,7,12950.00,2590.0,10360.0
21904,10,11,20240409,12,1,3,5,7,2730.00,546.0,2184.0
22033,10,4,20230710,10,1,3,5,8,3120.00,624.0,2496.0
22069,9,5,20251004,7,1,3,5,10,2800.00,560.0,2240.0
22261,11,10,20230315,12,1,3,5,5,4750.00,950.0,3800.0
22302,9,2,20230719,8,1,3,5,1,280.00,56.0,224.0
22333,8,3,20241214,7,1,3,5,10,9500.00,1900.0,7600.0
22404,3,4,20240413,13,1,3,5,5,25500.00,5100.0,20400.0
22423,1,10,20231127,8,1,3,5,1,4200.00,840.0,3360.0
22479,1,11,20251211,5,1,3,5,3,12600.00,2520.0,10080.0
22534,10,7,20251010,1,1,3,5,7,2730.00,546.0,2184.0
22558,8,7,20231007,7,1,3,5,5,4750.00,950.0,3800.0
22660,11,11,20250430,7,1,3,5,10,9500.00,1900.0,7600.0
22702,10,7,20240225,5,1,3,5,10,3900.00,780.0,3120.0
22748,6,1,20250904,2,1,3,5,7,1470.00,294.0,1176.0
22798,3,7,20230823,14,1,3,5,2,10200.00,2040.0,8160.0
22926,7,1,20251106,2,1,3,5,2,3700.00,740.0,2960.0
23014,10,6,20250703,12,1,3,5,4,1560.00,312.0,1248.0
23108,6,8,20231026,12,1,3,5,2,420.00,84.0,336.0
23234,2,3,20230305,15,1,3,5,10,25000.00,5000.0,20000.0
23318,8,8,20250322,8,1,3,5,9,8550.00,1710.0,6840.0
23388,4,11,20231202,11,1,3,5,9,2880.00,576.0,2304.0
23400,4,8,20240723,10,1,3,5,6,1920.00,384.0,1536.0
23407,5,10,20251125,2,1,3,5,8,5440.00,1088.0,4352.0
23792,2,4,20241230,13,1,3,5,6,15000.00,3000.0,12000.0
23968,5,8,20240310,4,1,3,5,1,680.00,136.0,544.0
24067,8,11,20251030,11,1,3,5,3,2850.00,570.0,2280.0
24096,2,6,20240407,8,1,3,5,10,25000.00,5000.0,20000.0
24154,4,2,20250926,10,1,3,5,9,2880.00,576.0,2304.0
24191,1,5,20230111,13,1,3,5,6,25200.00,5040.0,20160.0
24250,3,3,20230212,12,1,3,5,7,35700.00,7140.0,28560.0
24340,2,9,20240702,5,1,3,5,3,7500.00,1500.0,6000.0
24570,2,11,20250302,3,1,3,5,8,20000.00,4000.0,16000.0
24688,9,3,20240705,12,1,3,5,1,280.00,56.0,224.0
24725,11,7,20240702,14,1,3,5,2,1900.00,380.0,1520.0
24766,5,9,20240718,13,1,3,5,1,680.00,136.0,544.0
24814,11,10,20251025,10,1,3,5,8,7600.00,1520.0,6080.0
24924,8,3,20250329,8,1,3,5,1,950.00,190.0,760.0
24953,1,10,20230116,6,1,3,5,7,29400.00,5880.0,23520.0
25063,2,9,20231211,9,1,3,5,5,12500.00,2500.0,10000.0
25177,9,11,20240519,9,1,3,5,6,1680.00,336.0,1344.0
25197,3,9,20240630,11,1,3,5,8,40800.00,8160.0,32640.0
25211,10,9,20250520,2,1,3,5,2,780.00,156.0,624.0
25228,4,8,20250804,15,1,3,5,2,640.00,128.0,512.0
25288,11,6,20230120,8,1,3,5,1,950.00,190.0,760.0
25364,2,3,20230608,12,1,3,5,8,20000.00,4000.0,16000.0
25485,5,1,20230930,1,1,3,5,8,5440.00,1088.0,4352.0
25582,7,7,20230604,14,1,3,5,6,11100.00,2220.0,8880.0
25657,7,5,20230903,12,1,3,5,7,12950.00,2590.0,10360.0
25715,5,1,20231201,8,1,3,5,2,1360.00,272.0,1088.0
25783,6,10,20230320,15,1,3,5,8,1680.00,336.0,1344.0
25840,10,10,20241214,11,1,3,5,5,1950.00,390.0,1560.0
25987,3,1,20230827,8,1,3,5,8,40800.00,8160.0,32640.0
26066,6,7,20230715,13,1,3,5,7,1470.00,294.0,1176.0
26121,10,6,20251219,12,1,3,5,7,2730.00,546.0,2184.0
26308,2,9,20230603,2,1,3,5,7,17500.00,3500.0,14000.0
26309,9,2,20241130,14,1,3,5,1,280.00,56.0,224.0
26504,3,3,20250610,15,1,3,5,5,25500.00,5100.0,20400.0
26763,6,6,20230601,5,1,3,5,9,1890.00,378.0,1512.0
26836,10,4,20230312,10,1,3,5,6,2340.00,468.0,1872.0
26905,7,5,20250811,7,1,3,5,9,16650.00,3330.0,13320.0
26916,4,9,20250325,9,1,3,5,2,640.00,128.0,512.0
26924,11,10,20230126,5,1,3,5,2,1900.00,380.0,1520.0
26999,10,9,20250920,6,1,3,5,5,1950.00,390.0,1560.0
27030,1,7,20240729,13,1,3,5,6,25200.00,5040.0,20160.0
27055,2,3,20230707,5,1,3,5,7,17500.00,3500.0,14000.0
27170,8,2,20241124,9,1,3,5,3,2850.00,570.0,2280.0
27231,3,5,20230312,1,1,3,5,3,15300.00,3060.0,12240.0
27277,6,6,20240604,12,1,3,5,3,630.00,126.0,504.0
27350,11,2,20241128,8,1,3,5,5,4750.00,950.0,3800.0
27469,9,11,20251211,10,1,3,5,10,2800.00,560.0,2240.0
27639,1,10,20250214,1,1,3,5,5,21000.00,4200.0,16800.0
27747,7,5,20240323,4,1,3,5,8,14800.00,2960.0,11840.0
27895,2,1,20251214,13,1,3,5,4,10000.00,2000.0,8000.0
27940,10,10,20231118,2,1,3,5,9,3510.00,702.0,2808.0
28022,3,6,20250402,1,1,3,5,3,15300.00,3060.0,12240.0
28042,11,9,20231217,7,1,3,5,9,8550.00,1710.0,6840.0
28051,2,8,20231127,12,1,3,5,10,25000.00,5000.0,20000.0
28155,11,7,20250328,9,1,3,5,5,4750.00,950.0,3800.0
28188,5,6,20240504,14,1,3,5,5,3400.00,680.0,2720.0
28456,1,7,20230131,15,1,3,5,5,21000.00,4200.0,16800.0
28490,8,7,20241117,3,1,3,5,3,2850.00,570.0,2280.0
28609,1,4,20230629,6,1,3,5,10,42000.00,8400.0,33600.0
28738,7,9,20230312,15,1,3,5,4,7400.00,1480.0,5920.0
28849,7,7,20240316,3,1,3,5,9,16650.00,3330.0,13320.0
28872,6,7,20231103,7,1,3,5,9,1890.00,378.0,1512.0
28893,3,4,20250124,8,1,3,5,7,35700.00,7140.0,28560.0
29157,1,6,20241018,15,1,3,5,6,25200.00,5040.0,20160.0
29182,2,7,20240203,13,1,3,5,3,7500.00,1500.0,6000.0
29209,5,9,20250523,14,1,3,5,5,3400.00,680.0,2720.0
29210,7,9,20251109,6,1,3,5,2,3700.00,740.0,2960.0
29261,10,8,20251124,9,1,3,5,8,3120.00,624.0,2496.0
29313,6,7,20241216,14,1,3,5,9,1890.00,378.0,1512.0
29331,3,4,20240712,6,1,3,5,4,20400.00,4080.0,16320.0
29379,6,5,20230202,7,1,3,5,6,1260.00,252.0,1008.0
29748,6,9,20230518,5,1,3,5,6,1260.00,252.0,1008.0
29754,6,7,20251212,14,1,3,5,2,420.00,84.0,336.0
29847,4,6,20230521,6,1,3,5,3,960.00,192.0,768.0
29879,3,7,20230131,4,1,3,5,8,40800.00,8160.0,32640.0
30036,11,2,20240105,13,1,3,5,6,5700.00,1140.0,4560.0
30182,4,11,20250606,10,1,3,5,6,1920.00,384.0,1536.0
30204,7,3,20240109,4,1,3,5,4,7400.00,1480.0,5920.0
30248,8,7,20251011,12,1,3,5,5,4750.00,950.0,3800.0
30276,8,4,20240215,11,1,3,5,6,5700.00,1140.0,4560.0
30301,1,10,20241212,11,1,3,5,3,12600.00,2520.0,10080.0
30434,7,5,20240922,1,1,3,5,1,1850.00,370.0,1480.0
30507,2,5,20240315,2,1,3,5,2,5000.00,1000.0,4000.0
30574,11,2,20240717,11,1,3,5,4,3800.00,760.0,3040.0
30600,9,9,20241105,14,1,3,5,8,2240.00,448.0,1792.0
30602,9,2,20231028,1,1,3,5,9,2520.00,504.0,2016.0
30789,2,11,20240812,8,1,3,5,3,7500.00,1500.0,6000.0
30912,10,5,20241103,14,1,3,5,2,780.00,156.0,624.0
30914,10,9,20231025,12,1,3,5,5,1950.00,390.0,1560.0
31035,11,7,20230302,7,1,3,5,8,7600.00,1520.0,6080.0
31079,3,7,20250315,1,1,3,5,10,51000.00,10200.0,40800.0
31191,10,6,20250622,13,1,3,5,7,2730.00,546.0,2184.0
31276,2,5,20240620,1,1,3,5,3,7500.00,1500.0,6000.0
31354,3,9,20231123,9,1,3,5,2,10200.00,2040.0,8160.0
31455,4,7,20240919,3,1,3,5,3,960.00,192.0,768.0
31498,11,8,20240620,1,1,3,5,6,5700.00,1140.0,4560.0
31532,2,5,20241028,6,1,3,5,6,15000.00,3000.0,12000.0
31615,6,1,20230821,14,1,3,5,8,1680.00,336.0,1344.0
31686,5,11,20240624,15,1,3,5,2,1360.00,272.0,1088.0
31713,7,4,20230407,10,1,3,5,9,16650.00,3330.0,13320.0
31728,10,9,20230311,6,1,3,5,4,1560.00,312.0,1248.0
31804,10,2,20250203,1,1,3,5,7,2730.00,546.0,2184.0
31917,1,2,20231003,7,1,3,5,3,12600.00,2520.0,10080.0
31945,8,3,20231111,7,1,3,5,7,6650.00,1330.0,5320.0
32031,3,7,20250508,11,1,3,5,8,40800.00,8160.0,32640.0
32051,7,11,20241014,4,1,3,5,6,11100.00,2220.0,8880.0
32217,2,3,20230926,5,1,3,5,6,15000.00,3000.0,12000.0
32280,1,5,20240420,9,1,3,5,10,42000.00,8400.0,33600.0
32344,6,5,20230827,15,1,3,5,3,630.00,126.0,504.0
32606,1,10,20230612,10,1,3,5,5,21000.00,4200.0,16800.0
32749,4,3,20250424,9,1,3,5,10,3200.00,640.0,2560.0
32755,3,3,20251006,3,1,3,5,9,45900.00,9180.0,36720.0
32758,8,1,20240807,8,1,3,5,3,2850.00,570.0,2280.0
32763,11,10,20250701,3,1,3,5,9,8550.00,1710.0,6840.0
32779,8,5,20241027,12,1,3,5,7,6650.00,1330.0,5320.0
32927,1,4,20250922,14,1,3,5,9,37800.00,7560.0,30240.0
32947,7,6,20250111,1,1,3,5,2,3700.00,740.0,2960.0
32984,2,2,20230929,15,1,3,5,4,10000.00,2000.0,8000.0
33086,11,3,20230912,9,1,3,5,7,6650.00,1330.0,5320.0
33153,8,2,20230306,7,1,3,5,9,8550.00,1710.0,6840.0
33346,2,5,20230530,8,1,3,5,10,25000.00,5000.0,20000.0
33638,4,10,20251010,1,1,3,5,6,1920.00,384.0,1536.0
33750,10,2,20251016,6,1,3,5,8,3120.00,624.0,2496.0
34032,9,1,20250301,11,1,3,5,2,560.00,112.0,448.0
34166,10,9,20240717,6,1,3,5,3,1170.00,234.0,936.0
34179,6,7,20230615,6,1,3,5,3,630.00,126.0,504.0
34795,2,4,20240430,4,1,3,5,7,17500.00,3500.0,14000.0
34908,10,9,20240901,7,1,3,5,2,780.00,156.0,624.0
34977,3,11,20251012,3,1,3,5,8,40800.00,8160.0,32640.0
183,7,5,20240803,4,1,3,4,2,3700.00,740.0,2960.0
284,1,5,20250908,12,1,3,4,5,21000.00,4200.0,16800.0
311,4,1,20250518,13,1,3,4,9,2880.00,576.0,2304.0
532,8,3,20251201,4,1,3,4,2,1900.00,380.0,1520.0
592,11,5,20250320,10,1,3,4,7,6650.00,1330.0,5320.0
741,1,6,20230216,12,1,3,4,8,33600.00,6720.0,26880.0
750,9,5,20240727,13,1,3,4,1,280.00,56.0,224.0
804,1,11,20230731,14,1,3,4,1,4200.00,840.0,3360.0
932,8,6,20250525,10,1,3,4,3,2850.00,570.0,2280.0
1081,3,9,20240409,1,1,3,4,2,10200.00,2040.0,8160.0
1149,1,7,20240715,11,1,3,4,7,29400.00,5880.0,23520.0
1159,11,1,20230716,9,1,3,4,7,6650.00,1330.0,5320.0
1274,10,8,20230725,7,1,3,4,8,3120.00,624.0,2496.0
1293,6,10,20231009,14,1,3,4,3,630.00,126.0,504.0
1325,9,4,20230704,5,1,3,4,6,1680.00,336.0,1344.0
1453,11,8,20240401,9,1,3,4,4,3800.00,760.0,3040.0
1506,4,7,20240921,4,1,3,4,3,960.00,192.0,768.0
1509,6,5,20231105,2,1,3,4,4,840.00,168.0,672.0
1551,8,7,20240112,1,1,3,4,8,7600.00,1520.0,6080.0
1657,6,11,20240329,14,1,3,4,7,1470.00,294.0,1176.0
1862,9,8,20240610,3,1,3,4,8,2240.00,448.0,1792.0
1899,1,11,20250724,6,1,3,4,1,4200.00,840.0,3360.0
1920,1,9,20230511,8,1,3,4,3,12600.00,2520.0,10080.0
1999,3,10,20250820,1,1,3,4,4,20400.00,4080.0,16320.0
